"","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate"
"199",4500000199,2022-05-11,1002,8,1,10008,80,2022-06-04,2022-06-01,2022-06-02,2022-06-02,2022-05-31,2022-05-31
"200",4500000200,2023-09-27,1002,5,1,10005,69,2023-10-20,2023-10-17,2023-10-18,2023-10-18,2023-10-17,2023-10-17
"201",4500000201,2024-01-22,1002,8,1,10008,76,2024-02-15,2024-02-15,2024-02-13,2024-02-13,2024-02-11,2024-02-11
"202",4500000202,2024-06-28,1002,5,2,20005,76,2024-07-21,2024-07-18,2024-07-19,2024-07-19,2024-07-18,2024-07-18
"203",4500000203,2024-10-08,1002,5,1,10005,75,2024-10-31,2024-10-28,2024-10-29,2024-10-29,2024-10-28,2024-10-28
"204",4500000204,2022-08-30,1003,6,1,10006,84,2022-09-22,2022-09-22,2022-09-20,2022-09-20,2022-09-19,2022-09-19
"205",4500000205,2024-05-28,1001,4,1,10004,78,2024-06-20,2024-06-19,2024-06-18,2024-06-18,2024-06-17,2024-06-17
"206",4500000206,2023-03-01,1003,6,1,10006,78,2023-03-24,2023-04-07,2023-03-22,2023-03-22,2023-03-21,2023-03-21
"207",4500000207,2023-09-27,1002,8,1,10008,82,2023-10-21,2023-10-20,2023-10-19,2023-10-19,2023-10-17,2023-10-17
"208",4500000208,2023-03-31,1001,4,1,10004,81,2023-04-23,2023-04-23,2023-04-21,2023-04-21,2023-04-20,2023-04-20
"209",4500000209,2023-02-22,1002,5,1,10005,86,2023-03-17,2023-03-15,2023-03-15,2023-03-15,2023-03-14,2023-03-14
"210",4500000210,2022-07-12,1002,8,1,10008,72,2022-08-05,2022-08-04,2022-08-03,2022-08-03,2022-08-01,2022-08-01
"211",4500000211,2023-12-13,1001,4,1,10004,66,2024-01-05,2024-01-18,2024-01-03,2024-01-16,2024-01-02,2024-01-15
"212",4500000212,2023-12-15,1001,4,1,10004,76,2024-01-07,2024-01-04,2024-01-05,2024-01-05,2024-01-04,2024-01-04
"213",4500000213,2023-09-23,1002,5,1,10005,83,2023-10-16,2023-10-13,2023-10-14,2023-10-14,2023-10-13,2023-10-13
"214",4500000214,2022-10-28,1003,6,2,20006,80,2022-11-20,2022-11-20,2022-11-18,2022-11-18,2022-11-17,2022-11-17
"215",4500000215,2024-08-10,1001,4,1,10004,72,2024-09-02,2024-08-29,2024-08-31,2024-08-31,2024-08-30,2024-08-30
"216",4500000216,2023-01-26,1001,4,2,20004,73,2023-02-18,2023-02-16,2023-02-16,2023-02-16,2023-02-15,2023-02-15
"217",4500000217,2023-09-21,1001,4,1,10004,86,2023-10-14,2023-10-13,2023-10-12,2023-10-12,2023-10-11,2023-10-11
"218",4500000218,2024-03-04,1002,5,1,10005,86,2024-03-27,2024-04-09,2024-03-25,2024-03-25,2024-03-24,2024-03-24
"219",4500000219,2022-11-21,1003,6,1,10006,75,2022-12-14,2022-12-14,2022-12-12,2022-12-12,2022-12-11,2022-12-11
"220",4500000220,2022-10-18,1002,5,1,10005,76,2022-11-10,2022-11-07,2022-11-08,2022-11-08,2022-11-07,2022-11-07
"221",4500000221,2023-07-15,1003,6,1,10006,79,2023-08-07,2023-08-16,2023-08-05,2023-08-14,2023-08-04,2023-08-13
"222",4500000222,2022-02-15,1003,6,1,10006,67,2022-03-10,2022-03-09,2022-03-08,2022-03-08,2022-03-07,2022-03-07
"223",4500000223,2022-04-30,1001,4,2,20004,91,2022-05-23,2022-06-03,2022-05-21,2022-06-01,2022-05-20,2022-05-31
"224",4500000224,2022-11-22,1003,6,1,10006,75,2022-12-15,2022-12-13,2022-12-13,2022-12-13,2022-12-12,2022-12-12
"225",4500000225,2022-04-20,1002,5,1,10005,85,2022-05-13,2022-05-10,2022-05-11,2022-05-11,2022-05-10,2022-05-10
"226",4500000226,2022-09-08,1001,4,1,10004,83,2022-10-01,2022-09-29,2022-09-29,2022-09-29,2022-09-28,2022-09-28
"227",4500000227,2024-10-11,1001,4,1,10004,81,2024-11-03,2024-11-06,2024-11-01,2024-11-04,2024-10-31,2024-11-03
"228",4500000228,2022-12-07,1001,4,1,10004,81,2022-12-30,2022-12-28,2022-12-28,2022-12-28,2022-12-27,2022-12-27
"229",4500000229,2022-02-19,1001,4,1,10004,77,2022-03-14,2022-03-14,2022-03-12,2022-03-12,2022-03-11,2022-03-11
"230",4500000230,2022-04-11,1002,8,1,10008,80,2022-05-05,2022-05-05,2022-05-03,2022-05-03,2022-05-01,2022-05-01
"231",4500000231,2024-05-05,1001,4,2,20004,79,2024-05-28,2024-05-24,2024-05-26,2024-05-26,2024-05-25,2024-05-25
"232",4500000232,2022-07-15,1002,8,1,10008,82,2022-08-08,2022-08-16,2022-08-06,2022-08-06,2022-08-04,2022-08-04
"233",4500000233,2023-05-10,1002,8,2,20008,82,2023-06-03,2023-06-02,2023-06-01,2023-06-01,2023-05-30,2023-05-30
"234",4500000234,2024-08-13,1001,4,1,10004,75,2024-09-05,2024-09-02,2024-09-03,2024-09-03,2024-09-02,2024-09-02
"235",4500000235,2024-05-11,1001,4,1,10004,74,2024-06-03,2024-06-03,2024-06-01,2024-06-01,2024-05-31,2024-05-31
"236",4500000236,2024-06-26,1002,8,1,10008,72,2024-07-20,2024-07-18,2024-07-18,2024-07-18,2024-07-16,2024-07-16
"237",4500000237,2023-01-03,1002,5,1,10005,67,2023-01-26,2023-01-24,2023-01-24,2023-01-24,2023-01-23,2023-01-23
"238",4500000238,2023-04-23,1001,4,1,10004,83,2023-05-16,2023-05-12,2023-05-14,2023-05-14,2023-05-13,2023-05-13
"239",4500000239,2023-01-19,1003,6,1,10006,86,2023-02-11,2023-02-10,2023-02-09,2023-02-09,2023-02-08,2023-02-08
"240",4500000240,2023-09-20,1001,4,1,10004,77,2023-10-13,2023-10-10,2023-10-11,2023-10-11,2023-10-10,2023-10-10
"241",4500000241,2023-06-15,1001,4,1,10004,85,2023-07-08,2023-07-06,2023-07-06,2023-07-06,2023-07-05,2023-07-05
"242",4500000242,2022-06-01,1001,4,1,10004,75,2022-06-24,2022-06-24,2022-06-22,2022-06-22,2022-06-21,2022-06-21
"243",4500000243,2022-04-12,1002,5,2,20005,87,2022-05-05,2022-05-02,2022-05-03,2022-05-03,2022-05-02,2022-05-02
"244",4500000244,2023-03-24,1001,4,2,20004,77,2023-04-16,2023-04-13,2023-04-14,2023-04-14,2023-04-13,2023-04-13
"245",4500000245,2023-06-25,1002,8,2,20008,85,2023-07-19,2023-07-17,2023-07-17,2023-07-17,2023-07-15,2023-07-15
"246",4500000246,2023-05-01,1001,4,1,10004,73,2023-05-24,2023-05-19,2023-05-22,2023-05-22,2023-05-21,2023-05-21
"247",4500000247,2023-06-15,1001,4,1,10004,76,2023-07-08,2023-07-05,2023-07-06,2023-07-06,2023-07-05,2023-07-05
"248",4500000248,2024-08-08,1001,4,2,20004,79,2024-08-31,2024-08-28,2024-08-29,2024-08-29,2024-08-28,2024-08-28
"249",4500000249,2022-02-28,1001,4,1,10004,62,2022-03-23,2022-04-04,2022-03-21,2022-04-02,2022-03-20,2022-04-01
"250",4500000250,2022-10-16,1002,8,1,10008,69,2022-11-09,2022-11-09,2022-11-07,2022-11-07,2022-11-05,2022-11-05
"251",4500000251,2024-09-12,1002,8,1,10008,78,2024-10-06,2024-10-04,2024-10-04,2024-10-04,2024-10-02,2024-10-02
"252",4500000252,2023-09-04,1002,5,1,10005,82,2023-09-27,2023-10-06,2023-09-25,2023-10-04,2023-09-24,2023-10-03
"253",4500000253,2024-06-25,1002,8,1,10008,74,2024-07-19,2024-07-30,2024-07-17,2024-07-28,2024-07-15,2024-07-26
"254",4500000254,2022-04-30,1002,8,2,20008,66,2022-05-24,2022-05-19,2022-05-22,2022-05-22,2022-05-20,2022-05-20
"255",4500000255,2024-06-28,1001,4,1,10004,77,2024-07-21,2024-07-18,2024-07-19,2024-07-19,2024-07-18,2024-07-18
"256",4500000256,2022-04-21,1003,6,2,20006,76,2022-05-14,2022-05-13,2022-05-12,2022-05-12,2022-05-11,2022-05-11
"257",4500000257,2022-05-18,1001,4,1,10004,69,2022-06-10,2022-06-15,2022-06-08,2022-06-08,2022-06-07,2022-06-07
"258",4500000258,2023-04-11,1002,5,2,20005,78,2023-05-04,2023-05-02,2023-05-02,2023-05-02,2023-05-01,2023-05-01
"259",4500000259,2021-12-23,1001,4,1,10004,84,2022-01-15,2022-01-15,2022-01-13,2022-01-13,2022-01-12,2022-01-12
"260",4500000260,2024-04-12,1003,6,1,10006,75,2024-05-05,2024-05-03,2024-05-03,2024-05-03,2024-05-02,2024-05-02
"261",4500000261,2024-02-10,1002,8,1,10008,68,2024-03-05,2024-03-01,2024-03-03,2024-03-03,2024-03-01,2024-03-01
"262",4500000262,2024-05-01,1001,4,1,10004,84,2024-05-24,2024-05-22,2024-05-22,2024-05-22,2024-05-21,2024-05-21
"263",4500000263,2024-11-28,1003,6,2,20006,73,2024-12-21,2024-12-20,2024-12-19,2024-12-19,2024-12-18,2024-12-18
"264",4500000264,2024-08-17,1001,4,1,10004,78,2024-09-09,2024-09-04,2024-09-07,2024-09-07,2024-09-06,2024-09-06
"265",4500000265,2024-01-13,1001,4,1,10004,88,2024-02-05,2024-02-05,2024-02-03,2024-02-03,2024-02-02,2024-02-02
"266",4500000266,2024-02-15,1001,4,1,10004,78,2024-03-09,2024-03-07,2024-03-07,2024-03-07,2024-03-06,2024-03-06
"267",4500000267,2022-04-29,1002,8,1,10008,82,2022-05-23,2022-05-25,2022-05-21,2022-05-21,2022-05-19,2022-05-19
"268",4500000268,2023-07-27,1002,5,1,10005,76,2023-08-19,2023-08-17,2023-08-17,2023-08-17,2023-08-16,2023-08-16
"269",4500000269,2022-10-17,1003,6,1,10006,74,2022-11-09,2022-11-04,2022-11-07,2022-11-07,2022-11-06,2022-11-06
"270",4500000270,2023-05-01,1001,4,1,10004,70,2023-05-24,2023-05-25,2023-05-22,2023-05-22,2023-05-21,2023-05-21
"271",4500000271,2022-09-17,1002,8,1,10008,77,2022-10-11,2022-10-13,2022-10-09,2022-10-11,2022-10-07,2022-10-09
"272",4500000272,2023-03-21,1001,4,1,10004,77,2023-04-13,2023-04-12,2023-04-11,2023-04-11,2023-04-10,2023-04-10
"273",4500000273,2023-09-15,1003,6,1,10006,76,2023-10-08,2023-10-05,2023-10-06,2023-10-06,2023-10-05,2023-10-05
"274",4500000274,2024-05-23,1003,6,1,10006,73,2024-06-15,2024-06-13,2024-06-13,2024-06-13,2024-06-12,2024-06-12
"275",4500000275,2023-05-08,1001,4,1,10004,81,2023-05-31,2023-05-29,2023-05-29,2023-05-29,2023-05-28,2023-05-28
"276",4500000276,2024-02-03,1001,4,1,10004,83,2024-02-26,2024-02-23,2024-02-24,2024-02-24,2024-02-23,2024-02-23
"277",4500000277,2022-05-25,1002,8,1,10008,75,2022-06-18,2022-06-16,2022-06-16,2022-06-16,2022-06-14,2022-06-14
"278",4500000278,2023-09-11,1001,4,1,10004,82,2023-10-04,2023-10-06,2023-10-02,2023-10-04,2023-10-01,2023-10-03
"279",4500000279,2022-06-10,1002,8,1,10008,85,2022-07-04,2022-07-04,2022-07-02,2022-07-02,2022-06-30,2022-06-30
"280",4500000280,2022-02-25,1001,4,1,10004,79,2022-03-20,2022-03-24,2022-03-18,2022-03-22,2022-03-17,2022-03-21
"281",4500000281,2023-03-05,1003,6,2,20006,75,2023-03-28,2023-03-23,2023-03-26,2023-03-26,2023-03-25,2023-03-25
"282",4500000282,2022-03-26,1002,8,1,10008,77,2022-04-19,2022-04-15,2022-04-17,2022-04-17,2022-04-15,2022-04-15
"283",4500000283,2023-08-16,1003,6,1,10006,81,2023-09-08,2023-09-14,2023-09-06,2023-09-12,2023-09-05,2023-09-11
"284",4500000284,2023-12-08,1001,4,2,20004,89,2023-12-31,2023-12-29,2023-12-29,2023-12-29,2023-12-28,2023-12-28
"285",4500000285,2024-04-28,1001,4,1,10004,77,2024-05-21,2024-05-20,2024-05-19,2024-05-19,2024-05-18,2024-05-18
"286",4500000286,2022-11-09,1002,5,1,10005,76,2022-12-02,2022-12-01,2022-11-30,2022-11-30,2022-11-29,2022-11-29
"287",4500000287,2024-04-16,1002,8,1,10008,83,2024-05-10,2024-05-10,2024-05-08,2024-05-08,2024-05-06,2024-05-06
"288",4500000288,2022-06-26,1002,5,1,10005,77,2022-07-19,2022-07-18,2022-07-17,2022-07-17,2022-07-16,2022-07-16
"289",4500000289,2023-04-06,1002,5,1,10005,79,2023-04-29,2023-04-29,2023-04-27,2023-04-27,2023-04-26,2023-04-26
"290",4500000290,2022-09-30,1002,8,1,10008,82,2022-10-24,2022-10-24,2022-10-22,2022-10-22,2022-10-20,2022-10-20
"291",4500000291,2024-02-11,1003,6,1,10006,79,2024-03-05,2024-03-05,2024-03-03,2024-03-03,2024-03-02,2024-03-02
"292",4500000292,2024-07-25,1003,6,1,10006,71,2024-08-17,2024-08-15,2024-08-15,2024-08-15,2024-08-14,2024-08-14
"293",4500000293,2024-05-18,1002,5,2,20005,79,2024-06-10,2024-06-05,2024-06-08,2024-06-08,2024-06-07,2024-06-07
"294",4500000294,2022-09-29,1001,4,1,10004,75,2022-10-22,2022-10-21,2022-10-20,2022-10-20,2022-10-19,2022-10-19
"295",4500000295,2022-04-03,1003,6,2,20006,78,2022-04-26,2022-04-22,2022-04-24,2022-04-24,2022-04-23,2022-04-23
"296",4500000296,2023-06-29,1001,4,1,10004,81,2023-07-22,2023-07-25,2023-07-20,2023-07-23,2023-07-19,2023-07-22
"297",4500000297,2024-10-11,1003,6,1,10006,67,2024-11-03,2024-10-30,2024-11-01,2024-11-01,2024-10-31,2024-10-31
"298",4500000298,2024-02-08,1001,4,1,10004,76,2024-03-02,2024-03-07,2024-02-29,2024-03-05,2024-02-28,2024-03-04
"299",4500000299,2023-11-07,1002,8,1,10008,88,2023-12-01,2023-11-30,2023-11-29,2023-11-29,2023-11-27,2023-11-27
"300",4500000300,2023-08-19,1001,4,1,10004,73,2023-09-11,2023-09-06,2023-09-09,2023-09-09,2023-09-08,2023-09-08
"301",4500000301,2024-05-27,1001,4,1,10004,72,2024-06-19,2024-06-17,2024-06-17,2024-06-17,2024-06-16,2024-06-16
"302",4500000302,2022-11-22,1001,4,1,10004,79,2022-12-15,2022-12-13,2022-12-13,2022-12-13,2022-12-12,2022-12-12
"303",4500000303,2024-10-06,1002,8,2,20008,82,2024-10-30,2024-10-30,2024-10-28,2024-10-28,2024-10-26,2024-10-26
"304",4500000304,2022-06-22,1003,6,2,20006,89,2022-07-15,2022-07-12,2022-07-13,2022-07-13,2022-07-12,2022-07-12
"305",4500000305,2023-06-28,1003,6,1,10006,79,2023-07-21,2023-07-18,2023-07-19,2023-07-19,2023-07-18,2023-07-18
"306",4500000306,2022-12-29,1003,6,1,10006,65,2023-01-21,2023-01-18,2023-01-19,2023-01-19,2023-01-18,2023-01-18
"307",4500000307,2024-05-09,1001,4,1,10004,78,2024-06-01,2024-05-31,2024-05-30,2024-05-30,2024-05-29,2024-05-29
"308",4500000308,2022-01-16,1002,8,1,10008,73,2022-02-09,2022-02-09,2022-02-07,2022-02-07,2022-02-05,2022-02-05
"309",4500000309,2022-02-02,1002,8,1,10008,80,2022-02-26,2022-02-25,2022-02-24,2022-02-24,2022-02-22,2022-02-22
"310",4500000310,2024-07-19,1002,5,2,20005,82,2024-08-11,2024-08-09,2024-08-09,2024-08-09,2024-08-08,2024-08-08
"311",4500000311,2022-06-15,1001,4,1,10004,78,2022-07-08,2022-07-08,2022-07-06,2022-07-06,2022-07-05,2022-07-05
"312",4500000312,2024-09-29,1003,6,1,10006,66,2024-10-22,2024-10-21,2024-10-20,2024-10-20,2024-10-19,2024-10-19
"313",4500000313,2023-01-04,1003,6,1,10006,80,2023-01-27,2023-02-02,2023-01-25,2023-01-31,2023-01-24,2023-01-30
"314",4500000314,2023-06-25,1002,8,1,10008,81,2023-07-19,2023-07-31,2023-07-17,2023-07-29,2023-07-15,2023-07-27
"315",4500000315,2024-09-21,1002,8,1,10008,81,2024-10-15,2024-10-10,2024-10-13,2024-10-13,2024-10-11,2024-10-11
"316",4500000316,2022-07-25,1002,5,1,10005,82,2022-08-17,2022-08-22,2022-08-15,2022-08-20,2022-08-14,2022-08-19
"317",4500000317,2022-09-08,1002,8,1,10008,79,2022-10-02,2022-09-28,2022-09-30,2022-09-30,2022-09-28,2022-09-28
"318",4500000318,2024-11-23,1002,8,1,10008,81,2024-12-17,2024-12-30,2024-12-15,2024-12-28,2024-12-13,2024-12-26
"319",4500000319,2024-04-06,1001,4,1,10004,76,2024-04-29,2024-04-25,2024-04-27,2024-04-27,2024-04-26,2024-04-26
"320",4500000320,2022-10-03,1003,6,1,10006,84,2022-10-26,2022-10-26,2022-10-24,2022-10-24,2022-10-23,2022-10-23
"321",4500000321,2023-02-27,1002,8,1,10008,71,2023-03-23,2023-03-20,2023-03-21,2023-03-21,2023-03-19,2023-03-19
"322",4500000322,2023-05-05,1001,4,1,10004,70,2023-05-28,2023-05-25,2023-05-26,2023-05-26,2023-05-25,2023-05-25
"323",4500000323,2024-02-12,1002,8,1,10008,78,2024-03-07,2024-03-06,2024-03-05,2024-03-05,2024-03-03,2024-03-03
"324",4500000324,2024-04-28,1002,8,1,10008,78,2024-05-22,2024-05-17,2024-05-20,2024-05-20,2024-05-18,2024-05-18
"325",4500000325,2024-08-31,1001,4,2,20004,79,2024-09-23,2024-09-19,2024-09-21,2024-09-21,2024-09-20,2024-09-20
"326",4500000326,2024-01-14,1003,6,1,10006,85,2024-02-06,2024-02-02,2024-02-04,2024-02-04,2024-02-03,2024-02-03
"327",4500000327,2022-05-26,1001,4,2,20004,72,2022-06-18,2022-06-18,2022-06-16,2022-06-16,2022-06-15,2022-06-15
"328",4500000328,2022-05-21,1003,6,1,10006,77,2022-06-13,2022-06-09,2022-06-11,2022-06-11,2022-06-10,2022-06-10
"329",4500000329,2024-05-24,1001,4,1,10004,84,2024-06-16,2024-06-13,2024-06-14,2024-06-14,2024-06-13,2024-06-13
"330",4500000330,2022-08-29,1001,4,1,10004,71,2022-09-21,2022-09-21,2022-09-19,2022-09-19,2022-09-18,2022-09-18
"331",4500000331,2023-07-30,1002,5,1,10005,77,2023-08-22,2023-08-17,2023-08-20,2023-08-20,2023-08-19,2023-08-19
"332",4500000332,2022-04-02,1001,4,1,10004,79,2022-04-25,2022-04-25,2022-04-23,2022-04-23,2022-04-22,2022-04-22
"333",4500000333,2024-08-26,1002,8,1,10008,81,2024-09-19,2024-09-17,2024-09-17,2024-09-17,2024-09-15,2024-09-15
"334",4500000334,2022-10-20,1002,5,1,10005,69,2022-11-12,2022-11-10,2022-11-10,2022-11-10,2022-11-09,2022-11-09
"335",4500000335,2024-10-19,1001,4,1,10004,77,2024-11-11,2024-11-07,2024-11-09,2024-11-09,2024-11-08,2024-11-08
"336",4500000336,2024-05-08,1001,4,1,10004,71,2024-05-31,2024-05-31,2024-05-29,2024-05-29,2024-05-28,2024-05-28
"337",4500000337,2024-06-25,1001,4,1,10004,69,2024-07-18,2024-07-18,2024-07-16,2024-07-16,2024-07-15,2024-07-15
"338",4500000338,2023-02-14,1001,4,1,10004,81,2023-03-09,2023-03-07,2023-03-07,2023-03-07,2023-03-06,2023-03-06
"339",4500000339,2023-09-27,1002,8,2,20008,73,2023-10-21,2023-10-21,2023-10-19,2023-10-19,2023-10-17,2023-10-17
"340",4500000340,2022-05-22,1001,4,1,10004,78,2022-06-14,2022-06-17,2022-06-12,2022-06-15,2022-06-11,2022-06-14
"341",4500000341,2024-01-20,1002,8,1,10008,78,2024-02-13,2024-02-12,2024-02-11,2024-02-11,2024-02-09,2024-02-09
"342",4500000342,2024-08-22,1001,4,1,10004,77,2024-09-14,2024-09-12,2024-09-12,2024-09-12,2024-09-11,2024-09-11
"343",4500000343,2022-10-29,1001,4,1,10004,70,2022-11-21,2022-11-22,2022-11-19,2022-11-20,2022-11-18,2022-11-19
"344",4500000344,2024-04-02,1001,4,2,20004,70,2024-04-25,2024-04-29,2024-04-23,2024-04-23,2024-04-22,2024-04-22
"345",4500000345,2023-03-05,1002,5,1,10005,79,2023-03-28,2023-03-28,2023-03-26,2023-03-26,2023-03-25,2023-03-25
"346",4500000346,2024-07-07,1001,4,1,10004,76,2024-07-30,2024-07-26,2024-07-28,2024-07-28,2024-07-27,2024-07-27
"347",4500000347,2022-03-27,1001,4,2,20004,69,2022-04-19,2022-04-15,2022-04-17,2022-04-17,2022-04-16,2022-04-16
"348",4500000348,2021-12-14,1002,8,1,10008,79,2022-01-07,2022-01-06,2022-01-05,2022-01-05,2022-01-03,2022-01-03
"349",4500000349,2021-12-14,1001,4,1,10004,85,2022-01-06,2022-01-05,2022-01-04,2022-01-04,2022-01-03,2022-01-03
"350",4500000350,2024-06-28,1003,6,1,10006,72,2024-07-21,2024-07-18,2024-07-19,2024-07-19,2024-07-18,2024-07-18
"351",4500000351,2023-10-07,1002,8,1,10008,69,2023-10-31,2023-10-26,2023-10-29,2023-10-29,2023-10-27,2023-10-27
"352",4500000352,2023-02-01,1002,8,1,10008,85,2023-02-25,2023-02-24,2023-02-23,2023-02-23,2023-02-21,2023-02-21
"353",4500000353,2024-06-15,1001,4,1,10004,82,2024-07-08,2024-07-03,2024-07-06,2024-07-06,2024-07-05,2024-07-05
"354",4500000354,2023-08-11,1001,4,2,20004,78,2023-09-03,2023-09-01,2023-09-01,2023-09-01,2023-08-31,2023-08-31
"355",4500000355,2023-02-09,1002,5,1,10005,91,2023-03-04,2023-03-01,2023-03-02,2023-03-02,2023-03-01,2023-03-01
"356",4500000356,2023-02-04,1002,5,1,10005,74,2023-02-27,2023-02-23,2023-02-25,2023-02-25,2023-02-24,2023-02-24
"357",4500000357,2024-10-29,1002,5,2,20005,79,2024-11-21,2024-11-21,2024-11-19,2024-11-19,2024-11-18,2024-11-18
"358",4500000358,2024-01-06,1001,4,1,10004,82,2024-01-29,2024-01-26,2024-01-27,2024-01-27,2024-01-26,2024-01-26
"359",4500000359,2022-07-24,1002,8,1,10008,72,2022-08-17,2022-08-16,2022-08-15,2022-08-15,2022-08-13,2022-08-13
"360",4500000360,2024-03-02,1002,8,2,20008,75,2024-03-26,2024-03-22,2024-03-24,2024-03-24,2024-03-22,2024-03-22
"361",4500000361,2024-03-22,1002,5,1,10005,75,2024-04-14,2024-04-10,2024-04-12,2024-04-12,2024-04-11,2024-04-11
"362",4500000362,2023-10-20,1001,4,1,10004,79,2023-11-12,2023-11-08,2023-11-10,2023-11-10,2023-11-09,2023-11-09
"363",4500000363,2024-01-29,1002,8,1,10008,74,2024-02-22,2024-02-20,2024-02-20,2024-02-20,2024-02-18,2024-02-18
"364",4500000364,2024-04-28,1002,8,1,10008,73,2024-05-22,2024-05-17,2024-05-20,2024-05-20,2024-05-18,2024-05-18
"365",4500000365,2021-12-23,1001,4,1,10004,80,2022-01-15,2022-01-13,2022-01-13,2022-01-13,2022-01-12,2022-01-12
"366",4500000366,2024-04-02,1001,4,1,10004,74,2024-04-25,2024-04-22,2024-04-23,2024-04-23,2024-04-22,2024-04-22
"367",4500000367,2024-04-27,1003,6,1,10006,70,2024-05-20,2024-05-20,2024-05-18,2024-05-18,2024-05-17,2024-05-17
"368",4500000368,2024-02-23,1003,6,1,10006,81,2024-03-17,2024-03-17,2024-03-15,2024-03-15,2024-03-14,2024-03-14
"369",4500000369,2024-05-12,1002,8,2,20008,79,2024-06-05,2024-06-05,2024-06-03,2024-06-03,2024-06-01,2024-06-01
"370",4500000370,2023-11-10,1002,5,1,10005,79,2023-12-03,2023-11-29,2023-12-01,2023-12-01,2023-11-30,2023-11-30
"371",4500000371,2024-08-13,1002,5,1,10005,81,2024-09-05,2024-09-09,2024-09-03,2024-09-07,2024-09-02,2024-09-06
"372",4500000372,2022-08-18,1001,4,2,20004,84,2022-09-10,2022-09-07,2022-09-08,2022-09-08,2022-09-07,2022-09-07
"373",4500000373,2024-06-03,1001,4,2,20004,83,2024-06-26,2024-06-24,2024-06-24,2024-06-24,2024-06-23,2024-06-23
"374",4500000374,2023-11-06,1001,4,1,10004,70,2023-11-29,2023-11-24,2023-11-27,2023-11-27,2023-11-26,2023-11-26
"375",4500000375,2023-12-26,1003,6,2,20006,77,2024-01-18,2024-01-16,2024-01-16,2024-01-16,2024-01-15,2024-01-15
"376",4500000376,2024-10-01,1001,4,1,10004,73,2024-10-24,2024-10-21,2024-10-22,2024-10-22,2024-10-21,2024-10-21
"377",4500000377,2024-05-31,1002,8,1,10008,85,2024-06-24,2024-06-20,2024-06-22,2024-06-22,2024-06-20,2024-06-20
"378",4500000378,2024-04-27,1002,5,1,10005,76,2024-05-20,2024-05-20,2024-05-18,2024-05-18,2024-05-17,2024-05-17
"379",4500000379,2022-05-03,1002,5,2,20005,73,2022-05-26,2022-05-25,2022-05-24,2022-05-24,2022-05-23,2022-05-23
"380",4500000380,2021-12-13,1002,5,2,20005,76,2022-01-05,2022-01-12,2022-01-03,2022-01-10,2022-01-02,2022-01-09
"381",4500000381,2024-11-05,1002,8,2,20008,86,2024-11-29,2024-11-27,2024-11-27,2024-11-27,2024-11-25,2024-11-25
"382",4500000382,2022-07-13,1002,5,2,20005,83,2022-08-05,2022-08-10,2022-08-03,2022-08-03,2022-08-02,2022-08-02
"383",4500000383,2022-03-11,1001,4,2,20004,65,2022-04-03,2022-03-30,2022-04-01,2022-04-01,2022-03-31,2022-03-31
"384",4500000384,2022-02-13,1001,4,1,10004,76,2022-03-08,2022-03-04,2022-03-06,2022-03-06,2022-03-05,2022-03-05
"385",4500000385,2023-10-30,1002,8,1,10008,73,2023-11-23,2023-11-21,2023-11-21,2023-11-21,2023-11-19,2023-11-19
"386",4500000386,2023-08-22,1001,4,2,20004,71,2023-09-14,2023-09-11,2023-09-12,2023-09-12,2023-09-11,2023-09-11
"387",4500000387,2022-12-09,1001,4,1,10004,78,2023-01-01,2023-01-09,2022-12-30,2023-01-07,2022-12-29,2023-01-06
"388",4500000388,2023-05-26,1001,4,2,20004,77,2023-06-18,2023-06-18,2023-06-16,2023-06-16,2023-06-15,2023-06-15
"389",4500000389,2022-06-07,1003,6,1,10006,76,2022-06-30,2022-06-27,2022-06-28,2022-06-28,2022-06-27,2022-06-27
"390",4500000390,2024-08-08,1001,4,1,10004,80,2024-08-31,2024-08-30,2024-08-29,2024-08-29,2024-08-28,2024-08-28
"391",4500000391,2023-04-08,1001,4,1,10004,82,2023-05-01,2023-05-01,2023-04-29,2023-04-29,2023-04-28,2023-04-28
"392",4500000392,2023-09-08,1002,5,2,20005,76,2023-10-01,2023-10-12,2023-09-29,2023-10-10,2023-09-28,2023-10-09
"393",4500000393,2023-09-18,1003,6,1,10006,91,2023-10-11,2023-10-06,2023-10-09,2023-10-09,2023-10-08,2023-10-08
"394",4500000394,2024-06-17,1003,6,2,20006,80,2024-07-10,2024-07-08,2024-07-08,2024-07-08,2024-07-07,2024-07-07
"395",4500000395,2023-03-19,1001,4,1,10004,77,2023-04-11,2023-04-07,2023-04-09,2023-04-09,2023-04-08,2023-04-08
"396",4500000396,2023-06-27,1001,4,1,10004,77,2023-07-20,2023-07-18,2023-07-18,2023-07-18,2023-07-17,2023-07-17
"397",4500000397,2023-11-03,1003,6,2,20006,78,2023-11-26,2023-11-23,2023-11-24,2023-11-24,2023-11-23,2023-11-23
"398",4500000398,2022-11-09,1002,8,2,20008,80,2022-12-03,2022-11-30,2022-12-01,2022-12-01,2022-11-29,2022-11-29
